0.000000000000000000e+00,3.000488644699825791e+00
1.728172817281728157e+01,3.003223010855310182e+00
3.456345634563456315e+01,3.001864883319524058e+00
5.184518451845184472e+01,3.000968245642430698e+00
6.912691269126912630e+01,3.001614989153165158e+00
8.640864086408640787e+01,3.001109018800663719e+00
1.036903690369036894e+02,3.000156045250394587e+00
1.209720972097209710e+02,3.003773600777218888e+00
1.382538253825382526e+02,2.999334479070873360e+00
1.555355535553555342e+02,2.999715952793946983e+00
1.728172817281728157e+02,2.999576423355990507e+00
1.900990099009900973e+02,3.002546462023842011e+00
2.073807380738073789e+02,3.000570860162878439e+00
2.246624662466246605e+02,2.999584269144773163e+00
2.419441944194419420e+02,3.000682174673026115e+00
2.592259225922592236e+02,3.005843627440933030e+00
2.765076507650765052e+02,3.001051971035369803e+00
2.937893789378937868e+02,2.999688822448544734e+00
3.110711071107110683e+02,2.997197431146728874e+00
3.283528352835283499e+02,3.003539971150441801e+00
3.456345634563456315e+02,2.998362384471069841e+00
3.629162916291629131e+02,3.005464162116056492e+00
3.801980198019801946e+02,2.999242550315169176e+00
3.974797479747974762e+02,2.997592392343529699e+00
4.147614761476147578e+02,2.997833736083052703e+00
4.320432043204320394e+02,3.004474131030590467e+00
4.493249324932493209e+02,2.996949943892984081e+00
4.666066606660666025e+02,3.001116979385672678e+00
4.838883888388838841e+02,3.002913216409019537e+00
5.011701170117011657e+02,3.000310307203502003e+00
5.184518451845184472e+02,3.001471374127921532e+00
5.357335733573356720e+02,3.000249587082708835e+00
5.530153015301530104e+02,3.000376846045576418e+00
5.702970297029703488e+02,3.000351263084822584e+00
5.875787578757875735e+02,2.998478696202524940e+00
6.048604860486047983e+02,2.999566814559112338e+00
6.221422142214221367e+02,2.998706225268526371e+00
6.394239423942394751e+02,3.000656579076217856e+00
6.567056705670566998e+02,2.998601715506736820e+00
6.739873987398739246e+02,3.000563691749582151e+00
6.912691269126912630e+02,3.001949475757887509e+00
7.085508550855086014e+02,3.001170525790183063e+00
7.258325832583258261e+02,2.996594633814865460e+00
7.431143114311430509e+02,2.998953745455487763e+00
7.603960396039603893e+02,3.001537311522436635e+00
7.776777677767777277e+02,3.000970499751132170e+00
7.949594959495949524e+02,2.999046766456788582e+00
8.122412241224121772e+02,2.999396325289741316e+00
8.295229522952295156e+02,2.997171916641160561e+00
8.468046804680468540e+02,2.999085638460644798e+00
8.640864086408640787e+02,2.998316753199460116e+00
8.813681368136813035e+02,3.002347244379877544e+00
8.986498649864986419e+02,3.002821515673777863e+00
9.159315931593159803e+02,3.002885248407273000e+00
9.332133213321332050e+02,3.000696829803348731e+00
9.504950495049504298e+02,3.002222493842409357e+00
9.677767776777677682e+02,2.999309030669850440e+00
9.850585058505851066e+02,3.000882618596862006e+00
1.002340234023402331e+03,3.002428865159199489e+00
1.019621962196219556e+03,3.000619685638996170e+00
1.036903690369036894e+03,3.003905741151485564e+00
1.054185418541854233e+03,2.998933537290584983e+00
1.071467146714671344e+03,3.000090710533487748e+00
1.088748874887488682e+03,3.001662886084415227e+00
1.106030603060306021e+03,3.001078432819579866e+00
1.123312331233123359e+03,3.003155708099907173e+00
1.140594059405940698e+03,2.997998754664461085e+00
1.157875787578757809e+03,2.999282672717166864e+00
1.175157515751575147e+03,3.005119840407161735e+00
1.192439243924392485e+03,2.998947610493807314e+00
1.209720972097209597e+03,3.000087018223781321e+00
1.227002700270026935e+03,3.003275855866556210e+00
1.244284428442844273e+03,2.998332463893275790e+00
1.261566156615661612e+03,3.000425626169939353e+00
1.278847884788478950e+03,3.002502192087715738e+00
1.296129612961296061e+03,3.001531001625384665e+00
1.313411341134113400e+03,2.997602400481778950e+00
1.330693069306930738e+03,3.003337590032760129e+00
1.347974797479747849e+03,3.001625746938168859e+00
1.365256525652565188e+03,2.998536933934477844e+00
1.382538253825382526e+03,2.998621732129905570e+00
1.399819981998199864e+03,3.005587145372021762e+00
1.417101710171017203e+03,3.005195921161283756e+00
1.434383438343834314e+03,3.001859654547837764e+00
1.451665166516651652e+03,3.000179313242280710e+00
1.468946894689468991e+03,3.000153066620916409e+00
1.486228622862286102e+03,2.999087921168275273e+00
1.503510351035103440e+03,2.998700875091535156e+00
1.520792079207920779e+03,3.002363670315241428e+00
1.538073807380738117e+03,3.002906975045687155e+00
1.555355535553555455e+03,3.003283934667248634e+00
1.572637263726372566e+03,3.001081552245143946e+00
1.589918991899189905e+03,2.998609098329423350e+00
1.607200720072007243e+03,3.000107594196290250e+00
1.624482448244824354e+03,2.998366476666820990e+00
1.641764176417641693e+03,3.001509065964110157e+00
1.659045904590459031e+03,3.000365063749901307e+00
1.676327632763276370e+03,3.001749063525887440e+00
1.693609360936093708e+03,3.001230057008533070e+00
1.710891089108910819e+03,3.003239140134855489e+00
1.728172817281728157e+03,2.997776400127874386e+00
1.745454545454545496e+03,3.000476763337491803e+00
1.762736273627362607e+03,3.001392437618638720e+00
1.780018001800179945e+03,2.999409613955177356e+00
1.797299729972997284e+03,3.003563749750977063e+00
1.814581458145814622e+03,3.000099451464387723e+00
1.831863186318631961e+03,2.999912130169826607e+00
1.849144914491449072e+03,3.002072060383809582e+00
1.866426642664266410e+03,3.003113406295499388e+00
1.883708370837083748e+03,3.004436966645323448e+00
1.900990099009900860e+03,3.003239149810647213e+00
1.918271827182718198e+03,3.001947179489929063e+00
1.935553555355535536e+03,3.001197677471967751e+00
1.952835283528352875e+03,3.003583343331104771e+00
